0,1,2,3,4
NAME,S0801_C01_046E,state,county,tract
"Census Tract 5633, Allegheny County, Pennsylvania",29.5,42,003,563300
"Census Tract 5638, Allegheny County, Pennsylvania",24.4,42,003,563800
"Census Tract 5639, Allegheny County, Pennsylvania",29.1,42,003,563900
"Census Tract 5640, Allegheny County, Pennsylvania",24.5,42,003,564000
"Census Tract 5641, Allegheny County, Pennsylvania",27.9,42,003,564100
"Census Tract 5642, Allegheny County, Pennsylvania",29.5,42,003,564200
"Census Tract 5644, Allegheny County, Pennsylvania",30.8,42,003,564400
"Census Tract 5645, Allegheny County, Pennsylvania",30.5,42,003,564500
"Census Tract 9800, Allegheny County, Pennsylvania",30.3,42,003,980000
"Census Tract 9801, Allegheny County, Pennsylvania",-999999999.0,42,003,980100
"Census Tract 9803, Allegheny County, Pennsylvania",-666666666.0,42,003,980300
"Census Tract 9804, Allegheny County, Pennsylvania",-666666666.0,42,003,980400
"Census Tract 9805, Allegheny County, Pennsylvania",-999999999.0,42,003,980500
"Census Tract 9806, Allegheny County, Pennsylvania",-666666666.0,42,003,980600
"Census Tract 9807, Allegheny County, Pennsylvania",-999999999.0,42,003,980700
"Census Tract 9808, Allegheny County, Pennsylvania",-666666666.0,42,003,980800
"Census Tract 9809, Allegheny County, Pennsylvania",-666666666.0,42,003,980900
"Census Tract 9810, Allegheny County, Pennsylvania",-666666666.0,42,003,981000
"Census Tract 9811, Allegheny County, Pennsylvania",-999999999.0,42,003,981100
"Census Tract 9812, Allegheny County, Pennsylvania",-666666666.0,42,003,981200
"Census Tract 9818, Allegheny County, Pennsylvania",-999999999.0,42,003,981800
"Census Tract 9822, Allegheny County, Pennsylvania",12.1,42,003,982200
