"","NAME","state","county","tract","B05004_001E"
"364","Census Tract 5612, Allegheny County, Pennsylvania","42","003","561200",34.8
"365","Census Tract 5614, Allegheny County, Pennsylvania","42","003","561400",44.5
"366","Census Tract 5615, Allegheny County, Pennsylvania","42","003","561500",50.3
"367","Census Tract 5616, Allegheny County, Pennsylvania","42","003","561600",32
"368","Census Tract 5617, Allegheny County, Pennsylvania","42","003","561700",32
"369","Census Tract 5619, Allegheny County, Pennsylvania","42","003","561900",48.4
"370","Census Tract 5620, Allegheny County, Pennsylvania","42","003","562000",27.7
"371","Census Tract 5623, Allegheny County, Pennsylvania","42","003","562300",40.5
"372","Census Tract 5624, Allegheny County, Pennsylvania","42","003","562400",49.2
"373","Census Tract 5625, Allegheny County, Pennsylvania","42","003","562500",35.3
"374","Census Tract 5626, Allegheny County, Pennsylvania","42","003","562600",32.8
"375","Census Tract 5627, Allegheny County, Pennsylvania","42","003","562700",31.1
"376","Census Tract 5628, Allegheny County, Pennsylvania","42","003","562800",36.8
"377","Census Tract 5629, Allegheny County, Pennsylvania","42","003","562900",41.1
"378","Census Tract 5630, Allegheny County, Pennsylvania","42","003","563000",35.3
"379","Census Tract 5631, Allegheny County, Pennsylvania","42","003","563100",36.4
"380","Census Tract 5632, Allegheny County, Pennsylvania","42","003","563200",44.3
"381","Census Tract 5633, Allegheny County, Pennsylvania","42","003","563300",47.5
"382","Census Tract 5638, Allegheny County, Pennsylvania","42","003","563800",54.8
"383","Census Tract 5639, Allegheny County, Pennsylvania","42","003","563900",45.5
"384","Census Tract 5640, Allegheny County, Pennsylvania","42","003","564000",41.1
"385","Census Tract 5641, Allegheny County, Pennsylvania","42","003","564100",49
"386","Census Tract 5642, Allegheny County, Pennsylvania","42","003","564200",53.2
"387","Census Tract 5644, Allegheny County, Pennsylvania","42","003","564400",46.9
"388","Census Tract 5645, Allegheny County, Pennsylvania","42","003","564500",45
"389","Census Tract 9800, Allegheny County, Pennsylvania","42","003","980000",31.9
"390","Census Tract 9801, Allegheny County, Pennsylvania","42","003","980100",45.5
"391","Census Tract 9803, Allegheny County, Pennsylvania","42","003","980300",-666666666
"392","Census Tract 9804, Allegheny County, Pennsylvania","42","003","980400",-666666666
"393","Census Tract 9805, Allegheny County, Pennsylvania","42","003","980500",68.9
"394","Census Tract 9806, Allegheny County, Pennsylvania","42","003","980600",-666666666
"395","Census Tract 9807, Allegheny County, Pennsylvania","42","003","980700",25.6
"396","Census Tract 9808, Allegheny County, Pennsylvania","42","003","980800",-666666666
"397","Census Tract 9809, Allegheny County, Pennsylvania","42","003","980900",36.2
"398","Census Tract 9810, Allegheny County, Pennsylvania","42","003","981000",-666666666
"399","Census Tract 9811, Allegheny County, Pennsylvania","42","003","981100",-666666666
"400","Census Tract 9812, Allegheny County, Pennsylvania","42","003","981200",-666666666
"401","Census Tract 9818, Allegheny County, Pennsylvania","42","003","981800",19.7
"402","Census Tract 9822, Allegheny County, Pennsylvania","42","003","982200",19.3
