"","NAME","state","county","tract","B19013_001E"
"368","Census Tract 5617, Allegheny County, Pennsylvania","42","003","561700",37000
"369","Census Tract 5619, Allegheny County, Pennsylvania","42","003","561900",27308
"370","Census Tract 5620, Allegheny County, Pennsylvania","42","003","562000",19483
"371","Census Tract 5623, Allegheny County, Pennsylvania","42","003","562300",14263
"372","Census Tract 5624, Allegheny County, Pennsylvania","42","003","562400",38750
"373","Census Tract 5625, Allegheny County, Pennsylvania","42","003","562500",29375
"374","Census Tract 5626, Allegheny County, Pennsylvania","42","003","562600",32869
"375","Census Tract 5627, Allegheny County, Pennsylvania","42","003","562700",37386
"376","Census Tract 5628, Allegheny County, Pennsylvania","42","003","562800",42946
"377","Census Tract 5629, Allegheny County, Pennsylvania","42","003","562900",36750
"378","Census Tract 5630, Allegheny County, Pennsylvania","42","003","563000",61318
"379","Census Tract 5631, Allegheny County, Pennsylvania","42","003","563100",53184
"380","Census Tract 5632, Allegheny County, Pennsylvania","42","003","563200",30394
"381","Census Tract 5633, Allegheny County, Pennsylvania","42","003","563300",153750
"382","Census Tract 5638, Allegheny County, Pennsylvania","42","003","563800",74345
"383","Census Tract 5639, Allegheny County, Pennsylvania","42","003","563900",51555
"384","Census Tract 5640, Allegheny County, Pennsylvania","42","003","564000",64505
"385","Census Tract 5641, Allegheny County, Pennsylvania","42","003","564100",131875
"386","Census Tract 5642, Allegheny County, Pennsylvania","42","003","564200",57857
"387","Census Tract 5644, Allegheny County, Pennsylvania","42","003","564400",44298
"388","Census Tract 5645, Allegheny County, Pennsylvania","42","003","564500",64456
"389","Census Tract 9800, Allegheny County, Pennsylvania","42","003","980000",101917
"390","Census Tract 9801, Allegheny County, Pennsylvania","42","003","980100",-666666666
"391","Census Tract 9803, Allegheny County, Pennsylvania","42","003","980300",-666666666
"392","Census Tract 9804, Allegheny County, Pennsylvania","42","003","980400",-666666666
"393","Census Tract 9805, Allegheny County, Pennsylvania","42","003","980500",-666666666
"394","Census Tract 9806, Allegheny County, Pennsylvania","42","003","980600",-666666666
"395","Census Tract 9807, Allegheny County, Pennsylvania","42","003","980700",-666666666
"396","Census Tract 9808, Allegheny County, Pennsylvania","42","003","980800",-666666666
"397","Census Tract 9809, Allegheny County, Pennsylvania","42","003","980900",-666666666
"398","Census Tract 9810, Allegheny County, Pennsylvania","42","003","981000",-666666666
"399","Census Tract 9811, Allegheny County, Pennsylvania","42","003","981100",-666666666
"400","Census Tract 9812, Allegheny County, Pennsylvania","42","003","981200",-666666666
"401","Census Tract 9818, Allegheny County, Pennsylvania","42","003","981800",18750
"402","Census Tract 9822, Allegheny County, Pennsylvania","42","003","982200",16250
